tlsf_file,trial,sample_size,accuracy
tsl_paper_EscalatorCounting.tlsf,3,3803.0,100.0
tsl_paper_EscalatorCounting.tlsf,4,3765.0,100.0
tsl_paper_EscalatorCounting.tlsf,5,3593.0,100.0
tsl_paper_EscalatorCounting.tlsf,6,3743.0,100.0
tsl_paper_EscalatorCountingInit.tlsf,1,3905.0,100.0
tsl_paper_EscalatorCountingInit.tlsf,2,3907.0,100.0
tsl_paper_EscalatorCountingInit.tlsf,3,3769.0,100.0
tsl_paper_EscalatorCountingInit.tlsf,4,3833.0,100.0
tsl_paper_EscalatorCountingInit.tlsf,5,3836.0,100.0
tsl_paper_EscalatorCountingInit.tlsf,6,3818.0,100.0
tsl_paper_EscalatorNonCounting.tlsf,1,1796.0,100.0
tsl_paper_EscalatorNonCounting.tlsf,2,1791.0,100.0
tsl_paper_EscalatorNonCounting.tlsf,3,1841.0,100.0
tsl_paper_EscalatorNonCounting.tlsf,4,1846.0,100.0
tsl_paper_EscalatorNonCounting.tlsf,5,1848.0,100.0
tsl_paper_EscalatorNonCounting.tlsf,6,1775.0,100.0
tsl_paper_EscalatorNonReactive.tlsf,1,,
tsl_paper_EscalatorNonReactive.tlsf,2,,
tsl_paper_EscalatorNonReactive.tlsf,3,,
tsl_paper_EscalatorNonReactive.tlsf,4,,
tsl_paper_EscalatorNonReactive.tlsf,5,,
tsl_paper_EscalatorNonReactive.tlsf,6,,
tsl_paper_EscalatorSmart.tlsf,1,7039.0,100.0
tsl_paper_EscalatorSmart.tlsf,2,6981.0,100.0
tsl_paper_EscalatorSmart.tlsf,3,6998.0,100.0
tsl_paper_EscalatorSmart.tlsf,4,7058.0,100.0
tsl_paper_EscalatorSmart.tlsf,5,6984.0,100.0
tsl_paper_EscalatorSmart.tlsf,6,7035.0,100.0
tsl_paper_Gamelogic.tlsf,1,,0.0
tsl_paper_Gamelogic.tlsf,2,,0.0
tsl_paper_Gamelogic.tlsf,3,,0.0
tsl_paper_Gamelogic.tlsf,4,,0.0
tsl_paper_Gamelogic.tlsf,5,,0.0
tsl_paper_Gamelogic.tlsf,6,,0.0
tsl_paper_Gamemodule.tlsf,1,4586.0,100.0
tsl_paper_Gamemodule.tlsf,2,4800.0,100.0
tsl_paper_Gamemodule.tlsf,3,4749.0,100.0
tsl_paper_Gamemodule.tlsf,4,4830.0,100.0
tsl_paper_Gamemodule.tlsf,5,4735.0,100.0
tsl_paper_Gamemodule.tlsf,6,4734.0,100.0
tsl_paper_Increment.tlsf,1,925.0,0.0
tsl_paper_Increment.tlsf,2,909.0,0.0
tsl_paper_Increment.tlsf,3,924.0,0.0
tsl_paper_Increment.tlsf,4,900.0,0.0
tsl_paper_Increment.tlsf,5,937.0,0.0
tsl_paper_Increment.tlsf,6,923.0,0.0
tsl_paper_KitchenTimerV0.tlsf,1,1866.0,0.0
tsl_paper_KitchenTimerV0.tlsf,2,1810.0,0.0
tsl_paper_KitchenTimerV0.tlsf,3,1787.0,0.0
tsl_paper_KitchenTimerV0.tlsf,4,1848.0,0.0
tsl_paper_KitchenTimerV0.tlsf,5,1764.0,0.0
tsl_paper_KitchenTimerV0.tlsf,6,1832.0,0.0
tsl_paper_KitchenTimerV1.tlsf,1,1882.0,100.0
tsl_paper_KitchenTimerV1.tlsf,2,1872.0,100.0
tsl_paper_KitchenTimerV1.tlsf,3,1855.0,100.0
tsl_paper_KitchenTimerV1.tlsf,4,1823.0,100.0
tsl_paper_KitchenTimerV1.tlsf,5,1875.0,100.0
tsl_paper_KitchenTimerV1.tlsf,6,1898.0,100.0
tsl_paper_KitchenTimerV10.tlsf,1,19498.0,100.0
tsl_paper_KitchenTimerV10.tlsf,2,18766.0,100.0
tsl_paper_KitchenTimerV10.tlsf,3,19535.0,100.0
tsl_paper_KitchenTimerV10.tlsf,4,18954.0,100.0
tsl_paper_KitchenTimerV10.tlsf,5,18890.0,100.0
tsl_paper_KitchenTimerV10.tlsf,6,17286.0,100.0
tsl_paper_KitchenTimerV2.tlsf,1,7828.0,100.0
tsl_paper_KitchenTimerV2.tlsf,2,7811.0,100.0
tsl_paper_KitchenTimerV2.tlsf,3,7884.0,100.0
tsl_paper_KitchenTimerV2.tlsf,4,7839.0,100.0
tsl_paper_KitchenTimerV2.tlsf,5,7906.0,100.0
tsl_paper_KitchenTimerV2.tlsf,6,7832.0,100.0
tsl_paper_KitchenTimerV3.tlsf,1,11853.0,100.0
tsl_paper_KitchenTimerV3.tlsf,2,11994.0,100.0
tsl_paper_KitchenTimerV3.tlsf,3,11676.0,100.0
tsl_paper_KitchenTimerV3.tlsf,4,12858.0,100.0
tsl_paper_KitchenTimerV3.tlsf,5,11780.0,100.0
tsl_paper_KitchenTimerV3.tlsf,6,12389.0,100.0
tsl_paper_KitchenTimerV4.tlsf,1,14583.0,100.0
tsl_paper_KitchenTimerV4.tlsf,2,14683.0,100.0
tsl_paper_KitchenTimerV4.tlsf,3,14655.0,100.0
tsl_paper_KitchenTimerV4.tlsf,4,14604.0,100.0
tsl_paper_KitchenTimerV4.tlsf,5,14658.0,100.0
tsl_paper_KitchenTimerV4.tlsf,6,14494.0,100.0
tsl_paper_KitchenTimerV5.tlsf,1,26783.0,100.0
tsl_paper_KitchenTimerV5.tlsf,2,22353.0,100.0
tsl_paper_KitchenTimerV5.tlsf,3,23665.0,100.0
tsl_paper_KitchenTimerV5.tlsf,4,22676.0,100.0
tsl_paper_KitchenTimerV5.tlsf,5,25223.0,100.0
tsl_paper_KitchenTimerV5.tlsf,6,23288.0,100.0
tsl_paper_KitchenTimerV6.tlsf,1,22169.0,100.0
tsl_paper_KitchenTimerV6.tlsf,2,23176.0,100.0
tsl_paper_KitchenTimerV6.tlsf,3,25563.0,100.0
tsl_paper_KitchenTimerV6.tlsf,4,25017.0,100.0
tsl_paper_KitchenTimerV6.tlsf,5,24991.0,100.0
tsl_paper_KitchenTimerV6.tlsf,6,23075.0,100.0
tsl_paper_KitchenTimerV7.tlsf,1,22102.0,100.0
tsl_paper_KitchenTimerV7.tlsf,2,23116.0,100.0
tsl_paper_KitchenTimerV7.tlsf,3,24936.0,100.0
tsl_paper_KitchenTimerV7.tlsf,4,25356.0,100.0
tsl_paper_KitchenTimerV7.tlsf,5,22948.0,100.0
tsl_paper_KitchenTimerV7.tlsf,6,23871.0,100.0
tsl_paper_KitchenTimerV8.tlsf,1,,0.0
tsl_paper_KitchenTimerV8.tlsf,2,,0.0
tsl_paper_KitchenTimerV8.tlsf,3,,0.0
tsl_paper_KitchenTimerV8.tlsf,4,,0.0
tsl_paper_KitchenTimerV8.tlsf,5,,0.0
tsl_paper_KitchenTimerV8.tlsf,6,,0.0
tsl_paper_KitchenTimerV9.tlsf,1,,0.0
tsl_paper_KitchenTimerV9.tlsf,2,,0.0
tsl_paper_KitchenTimerV9.tlsf,3,,0.0
tsl_paper_KitchenTimerV9.tlsf,4,,0.0
tsl_paper_KitchenTimerV9.tlsf,5,,0.0
tsl_paper_KitchenTimerV9.tlsf,6,,0.0
tsl_paper_LedMatrix.tlsf,1,,0.0
tsl_paper_LedMatrix.tlsf,2,,0.0
tsl_paper_LedMatrix.tlsf,3,,0.0
tsl_paper_LedMatrix.tlsf,4,,0.0
tsl_paper_LedMatrix.tlsf,5,,0.0
tsl_paper_LedMatrix.tlsf,6,,0.0
tsl_paper_ModdifiedLedMatrix5X.tlsf,1,,0.0
tsl_paper_ModdifiedLedMatrix5X.tlsf,2,,0.0
tsl_paper_ModdifiedLedMatrix5X.tlsf,3,,0.0
tsl_paper_ModdifiedLedMatrix5X.tlsf,4,,0.0
tsl_paper_ModdifiedLedMatrix5X.tlsf,5,,0.0
tsl_paper_ModdifiedLedMatrix5X.tlsf,6,,0.0
tsl_paper_MusicAppFeedback.tlsf,1,22887.0,100.0
tsl_paper_MusicAppFeedback.tlsf,2,21295.0,100.0
tsl_paper_MusicAppFeedback.tlsf,3,20282.0,100.0
tsl_paper_MusicAppFeedback.tlsf,4,18805.0,100.0
tsl_paper_MusicAppFeedback.tlsf,5,22210.0,100.0
tsl_paper_MusicAppFeedback.tlsf,6,21664.0,100.0
tsl_paper_MusicAppMotivating.tlsf,1,8657.0,100.0
tsl_paper_MusicAppMotivating.tlsf,2,8489.0,100.0
tsl_paper_MusicAppMotivating.tlsf,3,8691.0,100.0
tsl_paper_MusicAppMotivating.tlsf,4,8513.0,100.0
tsl_paper_MusicAppMotivating.tlsf,5,8616.0,100.0
tsl_paper_MusicAppMotivating.tlsf,6,8664.0,100.0
tsl_paper_MusicAppSimple.tlsf,1,4942.0,100.0
tsl_paper_MusicAppSimple.tlsf,2,4953.0,100.0
tsl_paper_MusicAppSimple.tlsf,3,5019.0,100.0
tsl_paper_MusicAppSimple.tlsf,4,4940.0,100.0
tsl_paper_MusicAppSimple.tlsf,5,4941.0,100.0
tsl_paper_MusicAppSimple.tlsf,6,5026.0,100.0
tsl_paper_OneCounter.tlsf,1,,0.0
tsl_paper_OneCounter.tlsf,2,,0.0
tsl_paper_OneCounter.tlsf,3,,0.0
tsl_paper_OneCounter.tlsf,4,,0.0
tsl_paper_OneCounter.tlsf,5,,0.0
tsl_paper_OneCounter.tlsf,6,,0.0
tsl_paper_OneCounterInRangeA3.tlsf,1,5506.0,100.0
tsl_paper_OneCounterInRangeA3.tlsf,2,5518.0,100.0
tsl_paper_OneCounterInRangeA3.tlsf,3,5570.0,100.0
tsl_paper_OneCounterInRangeA3.tlsf,4,5593.0,100.0
tsl_paper_OneCounterInRangeA3.tlsf,5,5466.0,100.0
tsl_paper_OneCounterInRangeA3.tlsf,6,5532.0,100.0
tsl_paper_Radarboard.tlsf,1,,0.0
tsl_paper_Radarboard.tlsf,2,,0.0
tsl_paper_Radarboard.tlsf,3,,0.0
tsl_paper_Radarboard.tlsf,4,,0.0
tsl_paper_Radarboard.tlsf,5,,0.0
tsl_paper_Radarboard.tlsf,6,,0.0
tsl_paper_RegManager.tlsf,1,1823.0,0.0
tsl_paper_RegManager.tlsf,2,1827.0,0.0
tsl_paper_RegManager.tlsf,3,1713.0,0.0
tsl_paper_RegManager.tlsf,4,1778.0,0.0
tsl_paper_RegManager.tlsf,5,1812.0,0.0
tsl_paper_RegManager.tlsf,6,1827.0,0.0
tsl_paper_RotationCalculator.tlsf,1,8605.0,0.0
tsl_paper_RotationCalculator.tlsf,2,8628.0,0.0
tsl_paper_RotationCalculator.tlsf,3,8593.0,0.0
tsl_paper_RotationCalculator.tlsf,4,8542.0,0.0
tsl_paper_RotationCalculator.tlsf,5,8587.0,0.0
tsl_paper_RotationCalculator.tlsf,6,8555.0,0.0
tsl_paper_SPI.tlsf,1,,0.0
tsl_paper_SPI.tlsf,2,,0.0
tsl_paper_SPI.tlsf,3,,0.0
tsl_paper_SPI.tlsf,4,,0.0
tsl_paper_SPI.tlsf,5,,0.0
tsl_paper_SPI.tlsf,6,,0.0
tsl_paper_SPIReadClk.tlsf,1,3719.0,100.0
tsl_paper_SPIReadClk.tlsf,2,3676.0,100.0
tsl_paper_SPIReadClk.tlsf,3,3601.0,100.0
tsl_paper_SPIReadClk.tlsf,4,3598.0,100.0
tsl_paper_SPIReadClk.tlsf,5,3725.0,100.0
tsl_paper_SPIReadClk.tlsf,6,3683.0,100.0
tsl_paper_SPIReadManag.tlsf,1,,0.0
tsl_paper_SPIReadManag.tlsf,2,,0.0
tsl_paper_SPIReadManag.tlsf,3,,0.0
tsl_paper_SPIReadManag.tlsf,4,,0.0
tsl_paper_SPIReadManag.tlsf,5,,0.0
tsl_paper_SPIReadManag.tlsf,6,,0.0
tsl_paper_SPIReadSdi.tlsf,1,4757.0,100.0
tsl_paper_SPIReadSdi.tlsf,2,4773.0,100.0
tsl_paper_SPIReadSdi.tlsf,3,4725.0,100.0
tsl_paper_SPIReadSdi.tlsf,4,4686.0,100.0
tsl_paper_SPIReadSdi.tlsf,5,4677.0,100.0
tsl_paper_SPIReadSdi.tlsf,6,4715.0,100.0
tsl_paper_SPIWriteClk.tlsf,1,5540.0,100.0
tsl_paper_SPIWriteClk.tlsf,2,5539.0,100.0
tsl_paper_SPIWriteClk.tlsf,3,5506.0,100.0
tsl_paper_SPIWriteClk.tlsf,4,5514.0,100.0
tsl_paper_SPIWriteClk.tlsf,5,5533.0,100.0
tsl_paper_SPIWriteClk.tlsf,6,5502.0,100.0
tsl_paper_SPIWriteManag.tlsf,1,,0.0
tsl_paper_SPIWriteManag.tlsf,2,,0.0
tsl_paper_SPIWriteManag.tlsf,3,,0.0
tsl_paper_SPIWriteManag.tlsf,4,,0.0
tsl_paper_SPIWriteManag.tlsf,5,,0.0
tsl_paper_SPIWriteManag.tlsf,6,,0.0
tsl_paper_SPIWriteSdi.tlsf,1,8617.0,0.0
tsl_paper_SPIWriteSdi.tlsf,2,8671.0,0.0
tsl_paper_SPIWriteSdi.tlsf,3,8569.0,0.0
tsl_paper_SPIWriteSdi.tlsf,4,8721.0,0.0
tsl_paper_SPIWriteSdi.tlsf,5,8627.0,0.0
tsl_paper_SPIWriteSdi.tlsf,6,8665.0,0.0
tsl_paper_Scoreboard.tlsf,1,5459.0,0.0
tsl_paper_Scoreboard.tlsf,2,5506.0,0.0
tsl_paper_Scoreboard.tlsf,3,5534.0,0.0
tsl_paper_Scoreboard.tlsf,4,5617.0,0.0
tsl_paper_Scoreboard.tlsf,5,5489.0,0.0
tsl_paper_Scoreboard.tlsf,6,5464.0,0.0
tsl_paper_Sensor.tlsf,1,10914.0,100.0
tsl_paper_Sensor.tlsf,2,10617.0,100.0
tsl_paper_Sensor.tlsf,3,10632.0,100.0
tsl_paper_Sensor.tlsf,4,10604.0,100.0
tsl_paper_Sensor.tlsf,5,10552.0,100.0
tsl_paper_Sensor.tlsf,6,13981.0,100.0
tsl_paper_SensorInit.tlsf,1,,0.0
tsl_paper_SensorInit.tlsf,2,,0.0
tsl_paper_SensorInit.tlsf,3,,0.0
tsl_paper_SensorInit.tlsf,4,,0.0
tsl_paper_SensorInit.tlsf,5,,0.0
tsl_paper_SensorInit.tlsf,6,,0.0
tsl_paper_SensorPart.tlsf,1,,0.0
tsl_paper_SensorPart.tlsf,2,,0.0
tsl_paper_SensorPart.tlsf,3,,0.0
tsl_paper_SensorPart.tlsf,4,,0.0
tsl_paper_SensorPart.tlsf,5,,0.0
tsl_paper_SensorPart.tlsf,6,,0.0
tsl_paper_SensorRegister.tlsf,1,911.0,0.0
tsl_paper_SensorRegister.tlsf,2,883.0,0.0
tsl_paper_SensorRegister.tlsf,3,899.0,0.0
tsl_paper_SensorRegister.tlsf,4,923.0,0.0
tsl_paper_SensorRegister.tlsf,5,871.0,0.0
tsl_paper_SensorRegister.tlsf,6,872.0,0.0
tsl_paper_SensorSelector.tlsf,1,,0.0
tsl_paper_SensorSelector.tlsf,2,,0.0
tsl_paper_SensorSelector.tlsf,3,,0.0
tsl_paper_SensorSelector.tlsf,4,,0.0
tsl_paper_SensorSelector.tlsf,5,,0.0
tsl_paper_SensorSelector.tlsf,6,,0.0
tsl_paper_SensorSubmodulChooser.tlsf,1,,0.0
tsl_paper_SensorSubmodulChooser.tlsf,2,,0.0
tsl_paper_SensorSubmodulChooser.tlsf,3,,0.0
tsl_paper_SensorSubmodulChooser.tlsf,4,,0.0
tsl_paper_SensorSubmodulChooser.tlsf,5,,0.0
tsl_paper_SensorSubmodulChooser.tlsf,6,,0.0
tsl_paper_SliderDefault.tlsf,1,1894.0,100.0
tsl_paper_SliderDefault.tlsf,2,1990.0,100.0
tsl_paper_SliderDefault.tlsf,3,1881.0,100.0
tsl_paper_SliderDefault.tlsf,4,1933.0,100.0
tsl_paper_SliderDefault.tlsf,5,2025.0,100.0
tsl_paper_SliderDefault.tlsf,6,1874.0,100.0
tsl_paper_SliderDelayed.tlsf,1,9492.0,100.0
tsl_paper_SliderDelayed.tlsf,2,8967.0,100.0
tsl_paper_SliderDelayed.tlsf,3,12568.0,100.0
tsl_paper_SliderDelayed.tlsf,4,9134.0,100.0
tsl_paper_SliderDelayed.tlsf,5,8941.0,100.0
tsl_paper_SliderDelayed.tlsf,6,9152.0,100.0
tsl_paper_SliderScored.tlsf,1,6196.0,100.0
tsl_paper_SliderScored.tlsf,2,6315.0,100.0
tsl_paper_SliderScored.tlsf,3,6278.0,100.0
tsl_paper_SliderScored.tlsf,4,6214.0,100.0
tsl_paper_SliderScored.tlsf,5,6275.0,100.0
tsl_paper_SliderScored.tlsf,6,6344.0,100.0
tsl_paper_TorcsAccelerating.tlsf,1,1822.0,100.0
tsl_paper_TorcsAccelerating.tlsf,2,1831.0,100.0
tsl_paper_TorcsAccelerating.tlsf,3,1845.0,100.0
tsl_paper_TorcsAccelerating.tlsf,4,1773.0,100.0
tsl_paper_TorcsAccelerating.tlsf,5,1821.0,100.0
tsl_paper_TorcsAccelerating.tlsf,6,1815.0,100.0
tsl_paper_TorcsGearing.tlsf,1,916.0,100.0
tsl_paper_TorcsGearing.tlsf,2,940.0,100.0
tsl_paper_TorcsGearing.tlsf,3,905.0,100.0
tsl_paper_TorcsGearing.tlsf,4,900.0,100.0
tsl_paper_TorcsGearing.tlsf,5,907.0,100.0
tsl_paper_TorcsGearing.tlsf,6,901.0,100.0
tsl_paper_TorcsSimple.tlsf,1,3635.0,0.0
tsl_paper_TorcsSimple.tlsf,2,3637.0,0.0
tsl_paper_TorcsSimple.tlsf,3,3813.0,0.0
tsl_paper_TorcsSimple.tlsf,4,3604.0,0.0
tsl_paper_TorcsSimple.tlsf,5,3774.0,0.0
tsl_paper_TorcsSimple.tlsf,6,3676.0,0.0
tsl_paper_TorcsSteeringImproved.tlsf,1,4991.0,100.0
tsl_paper_TorcsSteeringImproved.tlsf,2,4903.0,100.0
tsl_paper_TorcsSteeringImproved.tlsf,3,4904.0,100.0
tsl_paper_TorcsSteeringImproved.tlsf,4,4943.0,100.0
tsl_paper_TorcsSteeringImproved.tlsf,5,4949.0,100.0
tsl_paper_TorcsSteeringImproved.tlsf,6,5040.0,100.0
tsl_paper_TorcsSteeringSimple.tlsf,1,4731.0,100.0
tsl_paper_TorcsSteeringSimple.tlsf,2,4867.0,100.0
tsl_paper_TorcsSteeringSimple.tlsf,3,4792.0,100.0
tsl_paper_TorcsSteeringSimple.tlsf,4,4732.0,100.0
tsl_paper_TorcsSteeringSimple.tlsf,5,4646.0,100.0
tsl_paper_TorcsSteeringSimple.tlsf,6,4689.0,100.0
tsl_paper_TorcsSteeringSmart.tlsf,1,6205.0,100.0
tsl_paper_TorcsSteeringSmart.tlsf,2,6292.0,100.0
tsl_paper_TorcsSteeringSmart.tlsf,3,6218.0,100.0
tsl_paper_TorcsSteeringSmart.tlsf,4,6346.0,100.0
tsl_paper_TorcsSteeringSmart.tlsf,5,6375.0,100.0
tsl_paper_TorcsSteeringSmart.tlsf,6,6190.0,100.0
tsl_paper_TwoCounters3.tlsf,1,,0.0
tsl_paper_TwoCounters3.tlsf,2,,0.0
tsl_paper_TwoCounters3.tlsf,3,,0.0
tsl_paper_TwoCounters3.tlsf,4,,0.0
tsl_paper_TwoCounters3.tlsf,5,,0.0
tsl_paper_TwoCounters3.tlsf,6,,0.0
tsl_paper_TwoCounters4.tlsf,1,,0.0
tsl_paper_TwoCounters4.tlsf,2,,0.0
tsl_paper_TwoCounters4.tlsf,3,,0.0
tsl_paper_TwoCounters4.tlsf,4,,0.0
tsl_paper_TwoCounters4.tlsf,5,,0.0
tsl_paper_TwoCounters4.tlsf,6,,0.0
tsl_paper_TwoCountersRefinedRefined.tlsf,1,12697.0,0.0
tsl_paper_TwoCountersRefinedRefined.tlsf,2,12850.0,0.0
tsl_paper_TwoCountersRefinedRefined.tlsf,3,12676.0,0.0
tsl_paper_TwoCountersRefinedRefined.tlsf,4,12579.0,0.0
tsl_paper_TwoCountersRefinedRefined.tlsf,5,12648.0,0.0
tsl_paper_TwoCountersRefinedRefined.tlsf,6,12640.0,0.0
tsl_paper_UnderapproxStrengthenedDemo.tlsf,1,,
tsl_paper_UnderapproxStrengthenedDemo.tlsf,2,,
tsl_paper_UnderapproxStrengthenedDemo.tlsf,3,,
tsl_paper_UnderapproxStrengthenedDemo.tlsf,4,,
tsl_paper_UnderapproxStrengthenedDemo.tlsf,5,,
tsl_paper_UnderapproxStrengthenedDemo.tlsf,6,,
tsl_paper_Zoo0.tlsf,1,3838.0,1.2
tsl_paper_Zoo0.tlsf,2,3871.0,0.7
tsl_paper_Zoo0.tlsf,3,3780.0,1.2
tsl_paper_Zoo0.tlsf,4,3788.0,1.4
tsl_paper_Zoo0.tlsf,5,3758.0,1.2
tsl_paper_Zoo0.tlsf,6,3837.0,1.3
tsl_paper_Zoo10.tlsf,1,3815.0,0.8
tsl_paper_Zoo10.tlsf,2,3736.0,1.3
tsl_paper_Zoo10.tlsf,3,3753.0,0.8
tsl_paper_Zoo10.tlsf,4,3783.0,1.2
tsl_paper_Zoo10.tlsf,5,3849.0,1.6
tsl_paper_Zoo10.tlsf,6,3731.0,1.7
tsl_paper_Zoo5.tlsf,1,3719.0,0.7
tsl_paper_Zoo5.tlsf,2,3718.0,1.0
tsl_paper_Zoo5.tlsf,3,3751.0,0.6
tsl_paper_Zoo5.tlsf,4,3758.0,1.3
tsl_paper_Zoo5.tlsf,5,3707.0,1.3
tsl_paper_Zoo5.tlsf,6,3775.0,1.1
