tlsf_file,trial,sample_size,accuracy
sweap_robot-grid-reach-1d-real.tlsf,6,135500.0,100.0
sweap_robot-grid-reach-2d-real.tlsf,1,,0.0
sweap_robot-grid-reach-2d-real.tlsf,2,,0.0
sweap_robot-grid-reach-2d-real.tlsf,3,,0.0
sweap_robot-grid-reach-2d-real.tlsf,4,,0.0
sweap_robot-grid-reach-2d-real.tlsf,5,,0.0
sweap_robot-grid-reach-2d-real.tlsf,6,,0.0
sweap_robot-grid-reach-repeated-with-obstacles-1d-real.tlsf,1,201063.0,100.0
sweap_robot-grid-reach-repeated-with-obstacles-1d-real.tlsf,2,268763.0,100.0
sweap_robot-grid-reach-repeated-with-obstacles-1d-real.tlsf,3,201110.0,100.0
sweap_robot-grid-reach-repeated-with-obstacles-1d-real.tlsf,4,201085.0,100.0
sweap_robot-grid-reach-repeated-with-obstacles-1d-real.tlsf,5,201057.0,100.0
sweap_robot-grid-reach-repeated-with-obstacles-1d-real.tlsf,6,201112.0,100.0
sweap_robot-grid-reach-repeated-with-obstacles-2d-real.tlsf,1,,0.0
sweap_robot-grid-reach-repeated-with-obstacles-2d-real.tlsf,2,,0.0
sweap_robot-grid-reach-repeated-with-obstacles-2d-real.tlsf,3,,0.0
sweap_robot-grid-reach-repeated-with-obstacles-2d-real.tlsf,4,,0.0
sweap_robot-grid-reach-repeated-with-obstacles-2d-real.tlsf,5,,0.0
sweap_robot-grid-reach-repeated-with-obstacles-2d-real.tlsf,6,,0.0
sweap_robot-tasks-real.tlsf,1,,
sweap_robot-tasks-real.tlsf,2,,
sweap_robot-tasks-real.tlsf,3,,
sweap_robot-tasks-real.tlsf,4,,
sweap_robot-tasks-real.tlsf,5,,
sweap_robot-tasks-real.tlsf,6,,
sweap_robot_collect_samples_v1-real.tlsf,1,,0.0
sweap_robot_collect_samples_v1-real.tlsf,2,,0.0
sweap_robot_collect_samples_v1-real.tlsf,3,,0.0
sweap_robot_collect_samples_v1-real.tlsf,4,,0.0
sweap_robot_collect_samples_v1-real.tlsf,5,,0.0
sweap_robot_collect_samples_v1-real.tlsf,6,,0.0
sweap_robot_collect_samples_v2-real.tlsf,1,,0.0
sweap_robot_collect_samples_v2-real.tlsf,2,,0.0
sweap_robot_collect_samples_v2-real.tlsf,3,,0.0
sweap_robot_collect_samples_v2-real.tlsf,4,,0.0
sweap_robot_collect_samples_v2-real.tlsf,5,,0.0
sweap_robot_collect_samples_v2-real.tlsf,6,,0.0
sweap_solitary-real.tlsf,1,16821.0,100.0
sweap_solitary-real.tlsf,2,16767.0,100.0
sweap_solitary-real.tlsf,3,16988.0,100.0
sweap_solitary-real.tlsf,4,16882.0,100.0
sweap_solitary-real.tlsf,5,16839.0,100.0
sweap_solitary-real.tlsf,6,16924.0,100.0
sweap_storage-GF-64-real.tlsf,1,,0.0
sweap_storage-GF-64-real.tlsf,2,,0.0
sweap_storage-GF-64-real.tlsf,3,,0.0
sweap_storage-GF-64-real.tlsf,4,,0.0
sweap_storage-GF-64-real.tlsf,5,,0.0
sweap_storage-GF-64-real.tlsf,6,,0.0
sweap_tasks-real.tlsf,1,,0.0
sweap_tasks-real.tlsf,2,,0.0
sweap_tasks-real.tlsf,3,,0.0
sweap_tasks-real.tlsf,4,,0.0
sweap_tasks-real.tlsf,5,,0.0
sweap_tasks-real.tlsf,6,,0.0
sweap_taxi-service-real.tlsf,1,,0.0
sweap_taxi-service-real.tlsf,2,,0.0
sweap_taxi-service-real.tlsf,3,,0.0
sweap_taxi-service-real.tlsf,4,,0.0
sweap_taxi-service-real.tlsf,5,,0.0
sweap_taxi-service-real.tlsf,6,,0.0
sweap_thermostat-F-real.tlsf,1,,0.0
sweap_thermostat-F-real.tlsf,2,,0.0
sweap_thermostat-F-real.tlsf,3,,0.0
sweap_thermostat-F-real.tlsf,4,,0.0
sweap_thermostat-F-real.tlsf,5,,0.0
sweap_thermostat-F-real.tlsf,6,,0.0
sweap_thermostat-GF-real.tlsf,1,,0.0
sweap_thermostat-GF-real.tlsf,2,,0.0
sweap_thermostat-GF-real.tlsf,3,,0.0
sweap_thermostat-GF-real.tlsf,4,,0.0
sweap_thermostat-GF-real.tlsf,5,,0.0
sweap_thermostat-GF-real.tlsf,6,,0.0
sweap_unordered-visits-real.tlsf,1,,0.0
sweap_unordered-visits-real.tlsf,2,,0.0
sweap_unordered-visits-real.tlsf,3,,0.0
sweap_unordered-visits-real.tlsf,4,,0.0
sweap_unordered-visits-real.tlsf,5,,0.0
sweap_unordered-visits-real.tlsf,6,,0.0
