tlsf_file,trial,sample_size,accuracy
amba_amba_decomposed_parametric_amba_decomposed_encode.tlsf,2,3796.0,100.0
amba_amba_decomposed_parametric_amba_decomposed_encode.tlsf,3,3674.0,100.0
amba_amba_decomposed_parametric_amba_decomposed_encode.tlsf,4,3811.0,100.0
amba_amba_decomposed_parametric_amba_decomposed_encode.tlsf,5,3652.0,100.0
amba_amba_decomposed_parametric_amba_decomposed_encode.tlsf,6,3703.0,100.0
amba_amba_decomposed_parametric_amba_decomposed_lock.tlsf,1,7541.0,100.0
amba_amba_decomposed_parametric_amba_decomposed_lock.tlsf,2,7582.0,100.0
amba_amba_decomposed_parametric_amba_decomposed_lock.tlsf,3,7523.0,100.0
amba_amba_decomposed_parametric_amba_decomposed_lock.tlsf,4,7564.0,100.0
amba_amba_decomposed_parametric_amba_decomposed_lock.tlsf,5,7545.0,100.0
amba_amba_decomposed_parametric_amba_decomposed_lock.tlsf,6,7605.0,100.0
arbiters_s4_parametric_example10.tlsf,1,983.0,100.0
arbiters_s4_parametric_example10.tlsf,2,945.0,100.0
arbiters_s4_parametric_example10.tlsf,3,967.0,100.0
arbiters_s4_parametric_example10.tlsf,4,941.0,100.0
arbiters_s4_parametric_example10.tlsf,5,945.0,100.0
arbiters_s4_parametric_example10.tlsf,6,984.0,100.0
arbiters_s4_parametric_example10a.tlsf,1,1043.0,100.0
arbiters_s4_parametric_example10a.tlsf,2,982.0,100.0
arbiters_s4_parametric_example10a.tlsf,3,952.0,100.0
arbiters_s4_parametric_example10a.tlsf,4,1015.0,100.0
arbiters_s4_parametric_example10a.tlsf,5,977.0,100.0
arbiters_s4_parametric_example10a.tlsf,6,944.0,100.0
arbiters_s4_parametric_example7.tlsf,1,1801.0,100.0
arbiters_s4_parametric_example7.tlsf,2,1838.0,100.0
arbiters_s4_parametric_example7.tlsf,3,1841.0,100.0
arbiters_s4_parametric_example7.tlsf,4,1845.0,100.0
arbiters_s4_parametric_example7.tlsf,5,1869.0,100.0
arbiters_s4_parametric_example7.tlsf,6,1866.0,100.0
arbiters_s4_parametric_example7a.tlsf,1,1839.0,100.0
arbiters_s4_parametric_example7a.tlsf,2,1954.0,100.0
arbiters_s4_parametric_example7a.tlsf,3,1848.0,100.0
arbiters_s4_parametric_example7a.tlsf,4,1925.0,100.0
arbiters_s4_parametric_example7a.tlsf,5,1888.0,100.0
arbiters_s4_parametric_example7a.tlsf,6,1925.0,100.0
arbiters_s4_parametric_example8.tlsf,1,1804.0,100.0
arbiters_s4_parametric_example8.tlsf,2,1875.0,100.0
arbiters_s4_parametric_example8.tlsf,3,1817.0,100.0
arbiters_s4_parametric_example8.tlsf,4,1868.0,100.0
arbiters_s4_parametric_example8.tlsf,5,1893.0,100.0
arbiters_s4_parametric_example8.tlsf,6,1742.0,100.0
arbiters_s4_parametric_example9.tlsf,1,911.0,100.0
arbiters_s4_parametric_example9.tlsf,2,967.0,100.0
arbiters_s4_parametric_example9.tlsf,3,958.0,100.0
arbiters_s4_parametric_example9.tlsf,4,927.0,100.0
arbiters_s4_parametric_example9.tlsf,5,944.0,100.0
arbiters_s4_parametric_example9.tlsf,6,920.0,100.0
arbiters_zoo_parametric_abcg_arbiter.tlsf,1,893.0,100.0
arbiters_zoo_parametric_abcg_arbiter.tlsf,2,905.0,100.0
arbiters_zoo_parametric_abcg_arbiter.tlsf,3,956.0,100.0
arbiters_zoo_parametric_abcg_arbiter.tlsf,4,934.0,100.0
arbiters_zoo_parametric_abcg_arbiter.tlsf,5,916.0,100.0
arbiters_zoo_parametric_abcg_arbiter.tlsf,6,940.0,100.0
arbiters_zoo_parametric_arbiter.tlsf,1,911.0,100.0
arbiters_zoo_parametric_arbiter.tlsf,2,922.0,100.0
arbiters_zoo_parametric_arbiter.tlsf,3,944.0,100.0
arbiters_zoo_parametric_arbiter.tlsf,4,880.0,100.0
arbiters_zoo_parametric_arbiter.tlsf,5,943.0,100.0
arbiters_zoo_parametric_arbiter.tlsf,6,934.0,100.0
arbiters_zoo_parametric_arbiter_on_inpchange.tlsf,1,944.0,100.0
arbiters_zoo_parametric_arbiter_on_inpchange.tlsf,2,948.0,100.0
arbiters_zoo_parametric_arbiter_on_inpchange.tlsf,3,976.0,100.0
arbiters_zoo_parametric_arbiter_on_inpchange.tlsf,4,970.0,100.0
arbiters_zoo_parametric_arbiter_on_inpchange.tlsf,5,950.0,100.0
arbiters_zoo_parametric_arbiter_on_inpchange.tlsf,6,986.0,100.0
arbiters_zoo_parametric_arbiter_with_buffer.tlsf,1,873.0,100.0
arbiters_zoo_parametric_arbiter_with_buffer.tlsf,2,967.0,100.0
arbiters_zoo_parametric_arbiter_with_buffer.tlsf,3,894.0,100.0
arbiters_zoo_parametric_arbiter_with_buffer.tlsf,4,902.0,100.0
arbiters_zoo_parametric_arbiter_with_buffer.tlsf,5,924.0,100.0
arbiters_zoo_parametric_arbiter_with_buffer.tlsf,6,907.0,100.0
arbiters_zoo_parametric_arbiter_with_cancel.tlsf,1,1827.0,100.0
arbiters_zoo_parametric_arbiter_with_cancel.tlsf,2,1812.0,100.0
arbiters_zoo_parametric_arbiter_with_cancel.tlsf,3,1851.0,100.0
arbiters_zoo_parametric_arbiter_with_cancel.tlsf,4,1790.0,100.0
arbiters_zoo_parametric_arbiter_with_cancel.tlsf,5,1838.0,100.0
arbiters_zoo_parametric_arbiter_with_cancel.tlsf,6,1860.0,100.0
arbiters_zoo_parametric_rw_arbiter.tlsf,1,1931.0,100.0
arbiters_zoo_parametric_rw_arbiter.tlsf,2,1899.0,100.0
arbiters_zoo_parametric_rw_arbiter.tlsf,3,1868.0,100.0
arbiters_zoo_parametric_rw_arbiter.tlsf,4,1899.0,100.0
arbiters_zoo_parametric_rw_arbiter.tlsf,5,1878.0,100.0
arbiters_zoo_parametric_rw_arbiter.tlsf,6,1907.0,100.0
chomp_game_parametric_chomp.tlsf,1,5963.0,100.0
chomp_game_parametric_chomp.tlsf,2,6007.0,100.0
chomp_game_parametric_chomp.tlsf,3,5876.0,100.0
chomp_game_parametric_chomp.tlsf,4,6141.0,100.0
chomp_game_parametric_chomp.tlsf,5,5986.0,100.0
chomp_game_parametric_chomp.tlsf,6,6025.0,100.0
collector_parametric_collector_v1.tlsf,1,4501.0,100.0
collector_parametric_collector_v1.tlsf,2,4408.0,100.0
collector_parametric_collector_v1.tlsf,3,4354.0,100.0
collector_parametric_collector_v1.tlsf,4,4372.0,100.0
collector_parametric_collector_v1.tlsf,5,4393.0,100.0
collector_parametric_collector_v1.tlsf,6,4473.0,100.0
collector_parametric_collector_v2.tlsf,1,4487.0,100.0
collector_parametric_collector_v2.tlsf,2,4460.0,100.0
collector_parametric_collector_v2.tlsf,3,4243.0,100.0
collector_parametric_collector_v2.tlsf,4,4306.0,100.0
collector_parametric_collector_v2.tlsf,5,4640.0,100.0
collector_parametric_collector_v2.tlsf,6,4532.0,100.0
collector_parametric_collector_v3.tlsf,1,3807.0,100.0
collector_parametric_collector_v3.tlsf,2,3855.0,100.0
collector_parametric_collector_v3.tlsf,3,3906.0,100.0
collector_parametric_collector_v3.tlsf,4,3932.0,100.0
collector_parametric_collector_v3.tlsf,5,3959.0,100.0
collector_parametric_collector_v3.tlsf,6,3887.0,100.0
full_arbiter_log_parametric_full_arbiter_enc.tlsf,1,181800.0,99.4
full_arbiter_log_parametric_full_arbiter_enc.tlsf,2,167134.0,100.0
full_arbiter_log_parametric_full_arbiter_enc.tlsf,3,158610.0,99.7
full_arbiter_log_parametric_full_arbiter_enc.tlsf,4,201786.0,99.6
full_arbiter_log_parametric_full_arbiter_enc.tlsf,5,199111.0,100.0
full_arbiter_log_parametric_full_arbiter_enc.tlsf,6,206226.0,98.9
full_arbiter_parametric_full_arbiter.tlsf,1,1962.0,100.0
full_arbiter_parametric_full_arbiter.tlsf,2,1819.0,100.0
full_arbiter_parametric_full_arbiter.tlsf,3,1964.0,100.0
full_arbiter_parametric_full_arbiter.tlsf,4,1959.0,100.0
full_arbiter_parametric_full_arbiter.tlsf,5,1916.0,100.0
full_arbiter_parametric_full_arbiter.tlsf,6,1946.0,100.0
generalized_buffer_parametric_generalized_buffer.tlsf,1,381886.0,99.9
generalized_buffer_parametric_generalized_buffer.tlsf,2,,0.0
generalized_buffer_parametric_generalized_buffer.tlsf,3,520148.0,100.0
generalized_buffer_parametric_generalized_buffer.tlsf,4,441793.0,100.0
generalized_buffer_parametric_generalized_buffer.tlsf,5,,0.0
generalized_buffer_parametric_generalized_buffer.tlsf,6,,0.0
gui_glue_code_synthesis_01.tlsf,1,6279.0,100.0
gui_glue_code_synthesis_01.tlsf,2,6247.0,100.0
gui_glue_code_synthesis_01.tlsf,3,6216.0,100.0
gui_glue_code_synthesis_01.tlsf,4,6260.0,100.0
gui_glue_code_synthesis_01.tlsf,5,6312.0,100.0
gui_glue_code_synthesis_01.tlsf,6,6151.0,100.0
gui_glue_code_synthesis_02.tlsf,1,6548.0,100.0
gui_glue_code_synthesis_02.tlsf,2,6467.0,100.0
gui_glue_code_synthesis_02.tlsf,3,6522.0,100.0
gui_glue_code_synthesis_02.tlsf,4,6469.0,100.0
gui_glue_code_synthesis_02.tlsf,5,6403.0,100.0
gui_glue_code_synthesis_02.tlsf,6,6398.0,100.0
gui_glue_code_synthesis_03.tlsf,1,74648.0,98.9
gui_glue_code_synthesis_03.tlsf,2,86362.0,98.3
gui_glue_code_synthesis_03.tlsf,3,87174.0,99.1
gui_glue_code_synthesis_03.tlsf,4,83352.0,99.6
gui_glue_code_synthesis_03.tlsf,5,78111.0,98.5
gui_glue_code_synthesis_03.tlsf,6,81266.0,98.4
gui_glue_code_synthesis_06.tlsf,1,,
gui_glue_code_synthesis_06.tlsf,2,,
gui_glue_code_synthesis_06.tlsf,3,,
gui_glue_code_synthesis_06.tlsf,4,,
gui_glue_code_synthesis_06.tlsf,5,,
gui_glue_code_synthesis_06.tlsf,6,,
gui_glue_code_synthesis_07.tlsf,1,,
gui_glue_code_synthesis_07.tlsf,2,,
gui_glue_code_synthesis_07.tlsf,3,,
gui_glue_code_synthesis_07.tlsf,4,,
gui_glue_code_synthesis_07.tlsf,5,,
gui_glue_code_synthesis_07.tlsf,6,,
gui_glue_code_synthesis_08.tlsf,1,,
gui_glue_code_synthesis_08.tlsf,2,,
gui_glue_code_synthesis_08.tlsf,3,,
gui_glue_code_synthesis_08.tlsf,4,,
gui_glue_code_synthesis_08.tlsf,5,,
gui_glue_code_synthesis_08.tlsf,6,,
gui_glue_code_synthesis_09.tlsf,1,,
gui_glue_code_synthesis_09.tlsf,2,,
gui_glue_code_synthesis_09.tlsf,3,,
gui_glue_code_synthesis_09.tlsf,4,,
gui_glue_code_synthesis_09.tlsf,5,,
gui_glue_code_synthesis_09.tlsf,6,,
gui_glue_code_synthesis_10.tlsf,1,,
gui_glue_code_synthesis_10.tlsf,2,,
gui_glue_code_synthesis_10.tlsf,3,,
gui_glue_code_synthesis_10.tlsf,4,,
gui_glue_code_synthesis_10.tlsf,5,,
gui_glue_code_synthesis_10.tlsf,6,,
gui_glue_code_synthesis_11.tlsf,1,,
gui_glue_code_synthesis_11.tlsf,2,,
gui_glue_code_synthesis_11.tlsf,3,,
gui_glue_code_synthesis_11.tlsf,4,,
gui_glue_code_synthesis_11.tlsf,5,,
gui_glue_code_synthesis_11.tlsf,6,,
gui_glue_code_synthesis_12.tlsf,1,,
gui_glue_code_synthesis_12.tlsf,2,,
gui_glue_code_synthesis_12.tlsf,3,,
gui_glue_code_synthesis_12.tlsf,4,,
gui_glue_code_synthesis_12.tlsf,5,,
gui_glue_code_synthesis_12.tlsf,6,,
gui_glue_code_synthesis_13.tlsf,1,,
gui_glue_code_synthesis_13.tlsf,2,,
gui_glue_code_synthesis_13.tlsf,3,,
gui_glue_code_synthesis_13.tlsf,4,,
gui_glue_code_synthesis_13.tlsf,5,,
gui_glue_code_synthesis_13.tlsf,6,,
lift_parametric_lift.tlsf,1,2009.0,100.0
lift_parametric_lift.tlsf,2,1915.0,100.0
lift_parametric_lift.tlsf,3,1966.0,100.0
lift_parametric_lift.tlsf,4,1979.0,100.0
lift_parametric_lift.tlsf,5,2057.0,100.0
lift_parametric_lift.tlsf,6,2036.0,100.0
lift_parametric_lift_gr1+.tlsf,1,20261.0,100.0
lift_parametric_lift_gr1+.tlsf,2,19126.0,100.0
lift_parametric_lift_gr1+.tlsf,3,20069.0,100.0
lift_parametric_lift_gr1+.tlsf,4,22417.0,100.0
lift_parametric_lift_gr1+.tlsf,5,20659.0,100.0
lift_parametric_lift_gr1+.tlsf,6,22570.0,100.0
lift_parametric_lift_gr1.tlsf,1,4727.0,100.0
lift_parametric_lift_gr1.tlsf,2,4767.0,100.0
lift_parametric_lift_gr1.tlsf,3,4688.0,100.0
lift_parametric_lift_gr1.tlsf,4,4677.0,100.0
lift_parametric_lift_gr1.tlsf,5,4747.0,100.0
lift_parametric_lift_gr1.tlsf,6,4789.0,100.0
lift_parametric_lift_unary_enc.tlsf,1,2140.0,100.0
lift_parametric_lift_unary_enc.tlsf,2,2120.0,100.0
lift_parametric_lift_unary_enc.tlsf,3,2137.0,100.0
lift_parametric_lift_unary_enc.tlsf,4,2209.0,100.0
lift_parametric_lift_unary_enc.tlsf,5,2097.0,100.0
lift_parametric_lift_unary_enc.tlsf,6,2157.0,100.0
lily_lilydemo03.tlsf,1,3795.0,100.0
lily_lilydemo03.tlsf,2,3772.0,100.0
lily_lilydemo03.tlsf,3,3638.0,100.0
lily_lilydemo03.tlsf,4,3776.0,100.0
lily_lilydemo03.tlsf,5,3704.0,100.0
lily_lilydemo03.tlsf,6,3679.0,100.0
lily_lilydemo04.tlsf,1,3772.0,100.0
lily_lilydemo04.tlsf,2,3867.0,100.0
lily_lilydemo04.tlsf,3,3777.0,100.0
lily_lilydemo04.tlsf,4,3938.0,100.0
lily_lilydemo04.tlsf,5,3969.0,100.0
lily_lilydemo04.tlsf,6,3896.0,100.0
lily_lilydemo05.tlsf,1,3944.0,100.0
lily_lilydemo05.tlsf,2,3901.0,100.0
lily_lilydemo05.tlsf,3,3867.0,100.0
lily_lilydemo05.tlsf,4,3892.0,100.0
lily_lilydemo05.tlsf,5,3777.0,100.0
lily_lilydemo05.tlsf,6,3808.0,100.0
lily_lilydemo06.tlsf,1,3921.0,100.0
lily_lilydemo06.tlsf,2,3993.0,100.0
lily_lilydemo06.tlsf,3,3996.0,100.0
lily_lilydemo06.tlsf,4,4060.0,100.0
lily_lilydemo06.tlsf,5,4029.0,100.0
lily_lilydemo06.tlsf,6,3913.0,100.0
lily_lilydemo07.tlsf,1,4112.0,100.0
lily_lilydemo07.tlsf,2,4098.0,100.0
lily_lilydemo07.tlsf,3,3800.0,100.0
lily_lilydemo07.tlsf,4,4013.0,100.0
lily_lilydemo07.tlsf,5,3991.0,100.0
lily_lilydemo07.tlsf,6,3939.0,100.0
lily_lilydemo08.tlsf,1,917.0,100.0
lily_lilydemo08.tlsf,2,872.0,100.0
lily_lilydemo08.tlsf,3,865.0,100.0
lily_lilydemo08.tlsf,4,913.0,100.0
lily_lilydemo08.tlsf,5,919.0,100.0
lily_lilydemo08.tlsf,6,884.0,100.0
lily_lilydemo09.tlsf,1,922.0,100.0
lily_lilydemo09.tlsf,2,874.0,100.0
lily_lilydemo09.tlsf,3,880.0,100.0
lily_lilydemo09.tlsf,4,891.0,100.0
lily_lilydemo09.tlsf,5,886.0,100.0
lily_lilydemo09.tlsf,6,957.0,100.0
lily_lilydemo10.tlsf,1,1828.0,100.0
lily_lilydemo10.tlsf,2,1806.0,100.0
lily_lilydemo10.tlsf,3,1812.0,100.0
lily_lilydemo10.tlsf,4,1823.0,100.0
lily_lilydemo10.tlsf,5,1765.0,100.0
lily_lilydemo10.tlsf,6,1832.0,100.0
lily_lilydemo12.tlsf,1,1820.0,100.0
lily_lilydemo12.tlsf,2,1874.0,100.0
lily_lilydemo12.tlsf,3,1770.0,100.0
lily_lilydemo12.tlsf,4,1800.0,100.0
lily_lilydemo12.tlsf,5,1790.0,100.0
lily_lilydemo12.tlsf,6,1886.0,100.0
lily_lilydemo13.tlsf,1,889.0,100.0
lily_lilydemo13.tlsf,2,937.0,100.0
lily_lilydemo13.tlsf,3,943.0,100.0
lily_lilydemo13.tlsf,4,916.0,100.0
lily_lilydemo13.tlsf,5,906.0,100.0
lily_lilydemo13.tlsf,6,909.0,100.0
lily_lilydemo14.tlsf,1,1842.0,100.0
lily_lilydemo14.tlsf,2,1770.0,100.0
lily_lilydemo14.tlsf,3,1882.0,100.0
lily_lilydemo14.tlsf,4,1818.0,100.0
lily_lilydemo14.tlsf,5,1819.0,100.0
lily_lilydemo14.tlsf,6,1908.0,100.0
lily_lilydemo15.tlsf,1,1876.0,100.0
lily_lilydemo15.tlsf,2,1940.0,100.0
lily_lilydemo15.tlsf,3,1936.0,100.0
lily_lilydemo15.tlsf,4,1873.0,100.0
lily_lilydemo15.tlsf,5,1912.0,100.0
lily_lilydemo15.tlsf,6,1945.0,100.0
lily_lilydemo16.tlsf,1,5308.0,100.0
lily_lilydemo16.tlsf,2,5291.0,100.0
lily_lilydemo16.tlsf,3,5592.0,100.0
lily_lilydemo16.tlsf,4,5634.0,100.0
lily_lilydemo16.tlsf,5,5427.0,100.0
lily_lilydemo16.tlsf,6,5505.0,100.0
lily_lilydemo17.tlsf,1,1845.0,100.0
lily_lilydemo17.tlsf,2,1928.0,100.0
lily_lilydemo17.tlsf,3,1853.0,100.0
lily_lilydemo17.tlsf,4,1836.0,100.0
lily_lilydemo17.tlsf,5,1825.0,100.0
lily_lilydemo17.tlsf,6,1828.0,100.0
lily_lilydemo18.tlsf,1,3901.0,100.0
lily_lilydemo18.tlsf,2,3898.0,100.0
lily_lilydemo18.tlsf,3,3815.0,100.0
lily_lilydemo18.tlsf,4,3833.0,100.0
lily_lilydemo18.tlsf,5,3851.0,100.0
lily_lilydemo18.tlsf,6,3924.0,100.0
lily_lilydemo19.tlsf,1,1879.0,100.0
lily_lilydemo19.tlsf,2,1839.0,100.0
lily_lilydemo19.tlsf,3,1819.0,100.0
lily_lilydemo19.tlsf,4,1865.0,100.0
lily_lilydemo19.tlsf,5,1791.0,100.0
lily_lilydemo19.tlsf,6,1833.0,100.0
lily_lilydemo20.tlsf,1,1912.0,100.0
lily_lilydemo20.tlsf,2,1945.0,100.0
lily_lilydemo20.tlsf,3,1832.0,100.0
lily_lilydemo20.tlsf,4,1855.0,100.0
lily_lilydemo20.tlsf,5,1940.0,100.0
lily_lilydemo20.tlsf,6,1814.0,100.0
lily_lilydemo21.tlsf,1,26510.0,100.0
lily_lilydemo21.tlsf,2,24567.0,92.3
lily_lilydemo21.tlsf,3,27355.0,100.0
lily_lilydemo21.tlsf,4,23930.0,100.0
lily_lilydemo21.tlsf,5,25578.0,100.0
lily_lilydemo21.tlsf,6,27371.0,100.0
lily_lilydemo22.tlsf,1,5008.0,100.0
lily_lilydemo22.tlsf,2,5127.0,100.0
lily_lilydemo22.tlsf,3,5236.0,100.0
lily_lilydemo22.tlsf,4,4932.0,100.0
lily_lilydemo22.tlsf,5,5071.0,100.0
lily_lilydemo22.tlsf,6,5230.0,100.0
lily_lilydemo23.tlsf,1,947.0,100.0
lily_lilydemo23.tlsf,2,938.0,100.0
lily_lilydemo23.tlsf,3,882.0,100.0
lily_lilydemo23.tlsf,4,893.0,100.0
lily_lilydemo23.tlsf,5,930.0,100.0
lily_lilydemo23.tlsf,6,918.0,100.0
load_balancer_parametric_load_balancer.tlsf,1,4070.0,100.0
load_balancer_parametric_load_balancer.tlsf,2,3954.0,100.0
load_balancer_parametric_load_balancer.tlsf,3,4040.0,100.0
load_balancer_parametric_load_balancer.tlsf,4,4022.0,100.0
load_balancer_parametric_load_balancer.tlsf,5,4103.0,100.0
load_balancer_parametric_load_balancer.tlsf,6,4099.0,100.0
load_balancer_unreal_parametric_load_balancer_unreal2.tlsf,1,4014.0,100.0
load_balancer_unreal_parametric_load_balancer_unreal2.tlsf,2,4047.0,100.0
load_balancer_unreal_parametric_load_balancer_unreal2.tlsf,3,3997.0,100.0
load_balancer_unreal_parametric_load_balancer_unreal2.tlsf,4,4034.0,100.0
load_balancer_unreal_parametric_load_balancer_unreal2.tlsf,5,4070.0,100.0
load_balancer_unreal_parametric_load_balancer_unreal2.tlsf,6,3998.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba01.tlsf,1,3734.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba01.tlsf,2,3822.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba01.tlsf,3,3784.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba01.tlsf,4,3787.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba01.tlsf,5,3834.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba01.tlsf,6,3803.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba02.tlsf,1,4968.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba02.tlsf,2,5225.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba02.tlsf,3,5230.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba02.tlsf,4,4906.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba02.tlsf,5,4918.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba02.tlsf,6,5165.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba03.tlsf,1,3897.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba03.tlsf,2,3905.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba03.tlsf,3,3964.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba03.tlsf,4,3941.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba03.tlsf,5,3893.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba03.tlsf,6,3832.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba04.tlsf,1,3841.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba04.tlsf,2,3782.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba04.tlsf,3,3794.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba04.tlsf,4,3735.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba04.tlsf,5,3985.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba04.tlsf,6,3733.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba05.tlsf,1,6166.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba05.tlsf,2,5930.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba05.tlsf,3,6068.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba05.tlsf,4,6114.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba05.tlsf,5,6149.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba05.tlsf,6,6017.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba06.tlsf,1,5942.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba06.tlsf,2,5925.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba06.tlsf,3,5848.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba06.tlsf,4,5914.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba06.tlsf,5,5983.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba06.tlsf,6,6111.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba07.tlsf,1,158860.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba07.tlsf,2,156604.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba07.tlsf,3,156543.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba07.tlsf,4,157819.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba07.tlsf,5,156548.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba07.tlsf,6,155397.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba08.tlsf,1,9676.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba08.tlsf,2,9729.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba08.tlsf,3,9636.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba08.tlsf,4,9760.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba08.tlsf,5,9625.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba08.tlsf,6,9635.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba09.tlsf,1,3717.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba09.tlsf,2,3708.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba09.tlsf,3,3642.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba09.tlsf,4,3759.0,100.0
