tlsf_file,trial,sample_size,accuracy
ltl2dba_non_parametric_from_acacia_ltl2dba09.tlsf,5,3565.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba09.tlsf,6,3663.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba10.tlsf,1,1811.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba10.tlsf,2,1814.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba10.tlsf,3,1885.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba10.tlsf,4,1795.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba10.tlsf,5,1806.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba10.tlsf,6,1848.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba11.tlsf,1,1766.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba11.tlsf,2,1793.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba11.tlsf,3,1781.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba11.tlsf,4,1850.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba11.tlsf,5,1830.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba11.tlsf,6,1860.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba12.tlsf,1,1978.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba12.tlsf,2,1914.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba12.tlsf,3,1909.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba12.tlsf,4,1973.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba12.tlsf,5,1798.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba12.tlsf,6,1982.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba13.tlsf,1,3909.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba13.tlsf,2,3609.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba13.tlsf,3,3783.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba13.tlsf,4,3686.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba13.tlsf,5,3620.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba13.tlsf,6,3792.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba14.tlsf,1,3778.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba14.tlsf,2,3785.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba14.tlsf,3,3700.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba14.tlsf,4,3810.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba14.tlsf,5,3835.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba14.tlsf,6,3829.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba15.tlsf,1,1803.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba15.tlsf,2,1761.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba15.tlsf,3,1844.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba15.tlsf,4,1801.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba15.tlsf,5,1801.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba15.tlsf,6,1862.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba16.tlsf,1,1861.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba16.tlsf,2,1789.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba16.tlsf,3,1846.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba16.tlsf,4,1782.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba16.tlsf,5,1822.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba16.tlsf,6,1879.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba17.tlsf,1,1789.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba17.tlsf,2,1777.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba17.tlsf,3,1800.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba17.tlsf,4,1843.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba17.tlsf,5,1802.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba17.tlsf,6,1777.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba18.tlsf,1,3933.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba18.tlsf,2,3784.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba18.tlsf,3,3900.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba18.tlsf,4,3884.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba18.tlsf,5,3802.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba18.tlsf,6,3950.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba19.tlsf,1,2011.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba19.tlsf,2,2143.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba19.tlsf,3,2039.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba19.tlsf,4,2013.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba19.tlsf,5,1978.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba19.tlsf,6,2018.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba20.tlsf,1,5936.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba20.tlsf,2,6086.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba20.tlsf,3,6054.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba20.tlsf,4,6064.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba20.tlsf,5,6336.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba20.tlsf,6,5801.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba21.tlsf,1,1835.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba21.tlsf,2,1842.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba21.tlsf,3,1863.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba21.tlsf,4,1863.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba21.tlsf,5,1810.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba21.tlsf,6,1805.0,0.0
ltl2dba_non_parametric_from_acacia_ltl2dba22.tlsf,1,891.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba22.tlsf,2,947.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba22.tlsf,3,887.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba22.tlsf,4,866.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba22.tlsf,5,839.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba22.tlsf,6,941.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba23.tlsf,1,1865.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba23.tlsf,2,1824.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba23.tlsf,3,1860.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba23.tlsf,4,1821.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba23.tlsf,5,1842.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba23.tlsf,6,1869.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba25.tlsf,1,3810.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba25.tlsf,2,3803.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba25.tlsf,3,3742.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba25.tlsf,4,3798.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba25.tlsf,5,3817.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba25.tlsf,6,3809.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba26.tlsf,1,3771.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba26.tlsf,2,3889.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba26.tlsf,3,3874.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba26.tlsf,4,3809.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba26.tlsf,5,3852.0,100.0
ltl2dba_non_parametric_from_acacia_ltl2dba26.tlsf,6,3765.0,100.0
ltl2dba_parametric_ltl2dba_C2.tlsf,1,1841.0,100.0
ltl2dba_parametric_ltl2dba_C2.tlsf,2,1773.0,100.0
ltl2dba_parametric_ltl2dba_C2.tlsf,3,1883.0,100.0
ltl2dba_parametric_ltl2dba_C2.tlsf,4,1819.0,100.0
ltl2dba_parametric_ltl2dba_C2.tlsf,5,1830.0,100.0
ltl2dba_parametric_ltl2dba_C2.tlsf,6,1825.0,100.0
ltl2dba_parametric_ltl2dba_E.tlsf,1,1874.0,100.0
ltl2dba_parametric_ltl2dba_E.tlsf,2,1819.0,100.0
ltl2dba_parametric_ltl2dba_E.tlsf,3,1905.0,100.0
ltl2dba_parametric_ltl2dba_E.tlsf,4,1905.0,100.0
ltl2dba_parametric_ltl2dba_E.tlsf,5,1882.0,100.0
ltl2dba_parametric_ltl2dba_E.tlsf,6,1909.0,100.0
ltl2dba_parametric_ltl2dba_Q.tlsf,1,2075.0,100.0
ltl2dba_parametric_ltl2dba_Q.tlsf,2,1954.0,100.0
ltl2dba_parametric_ltl2dba_Q.tlsf,3,1986.0,100.0
ltl2dba_parametric_ltl2dba_Q.tlsf,4,2058.0,100.0
ltl2dba_parametric_ltl2dba_Q.tlsf,5,1977.0,100.0
ltl2dba_parametric_ltl2dba_Q.tlsf,6,1997.0,100.0
ltl2dba_parametric_ltl2dba_U1.tlsf,1,1848.0,100.0
ltl2dba_parametric_ltl2dba_U1.tlsf,2,1834.0,100.0
ltl2dba_parametric_ltl2dba_U1.tlsf,3,1850.0,100.0
ltl2dba_parametric_ltl2dba_U1.tlsf,4,1963.0,100.0
ltl2dba_parametric_ltl2dba_U1.tlsf,5,1788.0,100.0
ltl2dba_parametric_ltl2dba_U1.tlsf,6,1836.0,100.0
ltl2dba_parametric_ltl2dba_alpha.tlsf,1,1850.0,100.0
ltl2dba_parametric_ltl2dba_alpha.tlsf,2,1882.0,100.0
ltl2dba_parametric_ltl2dba_alpha.tlsf,3,1792.0,100.0
ltl2dba_parametric_ltl2dba_alpha.tlsf,4,1883.0,100.0
ltl2dba_parametric_ltl2dba_alpha.tlsf,5,1897.0,100.0
ltl2dba_parametric_ltl2dba_alpha.tlsf,6,1843.0,100.0
ltl2dba_parametric_ltl2dba_beta.tlsf,1,7578.0,100.0
ltl2dba_parametric_ltl2dba_beta.tlsf,2,7657.0,100.0
ltl2dba_parametric_ltl2dba_beta.tlsf,3,7428.0,100.0
ltl2dba_parametric_ltl2dba_beta.tlsf,4,7544.0,100.0
ltl2dba_parametric_ltl2dba_beta.tlsf,5,7583.0,100.0
ltl2dba_parametric_ltl2dba_beta.tlsf,6,7499.0,100.0
ltl2dpa_ltl2dpa01.tlsf,1,901.0,100.0
ltl2dpa_ltl2dpa01.tlsf,2,872.0,100.0
ltl2dpa_ltl2dpa01.tlsf,3,909.0,100.0
ltl2dpa_ltl2dpa01.tlsf,4,913.0,100.0
ltl2dpa_ltl2dpa01.tlsf,5,907.0,100.0
ltl2dpa_ltl2dpa01.tlsf,6,922.0,100.0
ltl2dpa_ltl2dpa02.tlsf,1,1831.0,100.0
ltl2dpa_ltl2dpa02.tlsf,2,1864.0,100.0
ltl2dpa_ltl2dpa02.tlsf,3,1795.0,100.0
ltl2dpa_ltl2dpa02.tlsf,4,1814.0,100.0
ltl2dpa_ltl2dpa02.tlsf,5,1809.0,100.0
ltl2dpa_ltl2dpa02.tlsf,6,1844.0,100.0
ltl2dpa_ltl2dpa03.tlsf,1,12145.0,100.0
ltl2dpa_ltl2dpa03.tlsf,2,11637.0,100.0
ltl2dpa_ltl2dpa03.tlsf,3,15911.0,100.0
ltl2dpa_ltl2dpa03.tlsf,4,13366.0,100.0
ltl2dpa_ltl2dpa03.tlsf,5,14818.0,100.0
ltl2dpa_ltl2dpa03.tlsf,6,13936.0,99.2
ltl2dpa_ltl2dpa04.tlsf,1,1854.0,100.0
ltl2dpa_ltl2dpa04.tlsf,2,1803.0,100.0
ltl2dpa_ltl2dpa04.tlsf,3,1830.0,100.0
ltl2dpa_ltl2dpa04.tlsf,4,1946.0,100.0
ltl2dpa_ltl2dpa04.tlsf,5,1828.0,100.0
ltl2dpa_ltl2dpa04.tlsf,6,1921.0,100.0
ltl2dpa_ltl2dpa05.tlsf,1,1851.0,100.0
ltl2dpa_ltl2dpa05.tlsf,2,1754.0,100.0
ltl2dpa_ltl2dpa05.tlsf,3,1781.0,100.0
ltl2dpa_ltl2dpa05.tlsf,4,1843.0,100.0
ltl2dpa_ltl2dpa05.tlsf,5,1874.0,100.0
ltl2dpa_ltl2dpa05.tlsf,6,1914.0,100.0
ltl2dpa_ltl2dpa06.tlsf,1,3630.0,100.0
ltl2dpa_ltl2dpa06.tlsf,2,3800.0,100.0
ltl2dpa_ltl2dpa06.tlsf,3,3689.0,100.0
ltl2dpa_ltl2dpa06.tlsf,4,3670.0,100.0
ltl2dpa_ltl2dpa06.tlsf,5,3857.0,100.0
ltl2dpa_ltl2dpa06.tlsf,6,3697.0,100.0
ltl2dpa_ltl2dpa07.tlsf,1,3624.0,100.0
ltl2dpa_ltl2dpa07.tlsf,2,3776.0,100.0
ltl2dpa_ltl2dpa07.tlsf,3,3798.0,100.0
ltl2dpa_ltl2dpa07.tlsf,4,3888.0,100.0
ltl2dpa_ltl2dpa07.tlsf,5,3683.0,100.0
ltl2dpa_ltl2dpa07.tlsf,6,3688.0,100.0
ltl2dpa_ltl2dpa08.tlsf,1,1865.0,100.0
ltl2dpa_ltl2dpa08.tlsf,2,1808.0,100.0
ltl2dpa_ltl2dpa08.tlsf,3,1860.0,100.0
ltl2dpa_ltl2dpa08.tlsf,4,1868.0,100.0
ltl2dpa_ltl2dpa08.tlsf,5,1833.0,100.0
ltl2dpa_ltl2dpa08.tlsf,6,1794.0,100.0
ltl2dpa_ltl2dpa09.tlsf,1,3800.0,100.0
ltl2dpa_ltl2dpa09.tlsf,2,3736.0,100.0
ltl2dpa_ltl2dpa09.tlsf,3,3812.0,100.0
ltl2dpa_ltl2dpa09.tlsf,4,3638.0,100.0
ltl2dpa_ltl2dpa09.tlsf,5,3832.0,100.0
ltl2dpa_ltl2dpa09.tlsf,6,3813.0,100.0
ltl2dpa_ltl2dpa10.tlsf,1,3175.0,99.8
ltl2dpa_ltl2dpa10.tlsf,2,3508.0,100.0
ltl2dpa_ltl2dpa10.tlsf,3,3087.0,99.7
ltl2dpa_ltl2dpa10.tlsf,4,2800.0,99.8
ltl2dpa_ltl2dpa10.tlsf,5,2733.0,100.0
ltl2dpa_ltl2dpa10.tlsf,6,2657.0,99.9
ltl2dpa_ltl2dpa11.tlsf,1,3730.0,100.0
ltl2dpa_ltl2dpa11.tlsf,2,3755.0,100.0
ltl2dpa_ltl2dpa11.tlsf,3,3654.0,100.0
ltl2dpa_ltl2dpa11.tlsf,4,3846.0,100.0
ltl2dpa_ltl2dpa11.tlsf,5,3691.0,100.0
ltl2dpa_ltl2dpa11.tlsf,6,3748.0,100.0
ltl2dpa_ltl2dpa12.tlsf,1,2593.0,100.0
ltl2dpa_ltl2dpa12.tlsf,2,2566.0,100.0
ltl2dpa_ltl2dpa12.tlsf,3,2598.0,100.0
ltl2dpa_ltl2dpa12.tlsf,4,3051.0,100.0
ltl2dpa_ltl2dpa12.tlsf,5,2645.0,100.0
ltl2dpa_ltl2dpa12.tlsf,6,2731.0,100.0
ltl2dpa_ltl2dpa13.tlsf,1,2232.0,100.0
ltl2dpa_ltl2dpa13.tlsf,2,4030.0,100.0
ltl2dpa_ltl2dpa13.tlsf,3,2289.0,100.0
ltl2dpa_ltl2dpa13.tlsf,4,2600.0,100.0
ltl2dpa_ltl2dpa13.tlsf,5,2771.0,100.0
ltl2dpa_ltl2dpa13.tlsf,6,2195.0,100.0
ltl2dpa_ltl2dpa14.tlsf,1,909.0,100.0
ltl2dpa_ltl2dpa14.tlsf,2,908.0,100.0
ltl2dpa_ltl2dpa14.tlsf,3,913.0,100.0
ltl2dpa_ltl2dpa14.tlsf,4,891.0,100.0
ltl2dpa_ltl2dpa14.tlsf,5,922.0,100.0
ltl2dpa_ltl2dpa14.tlsf,6,934.0,100.0
ltl2dpa_ltl2dpa15.tlsf,1,1794.0,100.0
ltl2dpa_ltl2dpa15.tlsf,2,1854.0,100.0
ltl2dpa_ltl2dpa15.tlsf,3,1792.0,100.0
ltl2dpa_ltl2dpa15.tlsf,4,1766.0,100.0
ltl2dpa_ltl2dpa15.tlsf,5,1804.0,100.0
ltl2dpa_ltl2dpa15.tlsf,6,1810.0,100.0
ltl2dpa_ltl2dpa16.tlsf,1,1932.0,100.0
ltl2dpa_ltl2dpa16.tlsf,2,1862.0,100.0
ltl2dpa_ltl2dpa16.tlsf,3,1875.0,100.0
ltl2dpa_ltl2dpa16.tlsf,4,1916.0,100.0
ltl2dpa_ltl2dpa16.tlsf,5,1918.0,100.0
ltl2dpa_ltl2dpa16.tlsf,6,1828.0,100.0
ltl2dpa_ltl2dpa17.tlsf,1,3920.0,100.0
ltl2dpa_ltl2dpa17.tlsf,2,3850.0,100.0
ltl2dpa_ltl2dpa17.tlsf,3,3804.0,100.0
ltl2dpa_ltl2dpa17.tlsf,4,3890.0,100.0
ltl2dpa_ltl2dpa17.tlsf,5,3933.0,100.0
ltl2dpa_ltl2dpa17.tlsf,6,3898.0,100.0
ltl2dpa_ltl2dpa18.tlsf,1,1849.0,100.0
ltl2dpa_ltl2dpa18.tlsf,2,1788.0,100.0
ltl2dpa_ltl2dpa18.tlsf,3,1821.0,100.0
ltl2dpa_ltl2dpa18.tlsf,4,1901.0,100.0
ltl2dpa_ltl2dpa18.tlsf,5,1852.0,100.0
ltl2dpa_ltl2dpa18.tlsf,6,1947.0,100.0
ltl2dpa_ltl2dpa19.tlsf,1,4498.0,100.0
ltl2dpa_ltl2dpa19.tlsf,2,4501.0,100.0
ltl2dpa_ltl2dpa19.tlsf,3,4476.0,100.0
ltl2dpa_ltl2dpa19.tlsf,4,4453.0,100.0
ltl2dpa_ltl2dpa19.tlsf,5,4462.0,100.0
ltl2dpa_ltl2dpa19.tlsf,6,4382.0,100.0
ltl2dpa_ltl2dpa20.tlsf,1,1831.0,100.0
ltl2dpa_ltl2dpa20.tlsf,2,1924.0,100.0
ltl2dpa_ltl2dpa20.tlsf,3,1840.0,100.0
ltl2dpa_ltl2dpa20.tlsf,4,1904.0,100.0
ltl2dpa_ltl2dpa20.tlsf,5,1896.0,100.0
ltl2dpa_ltl2dpa20.tlsf,6,1966.0,100.0
ltl2dpa_ltl2dpa22.tlsf,1,1128171.0,100.0
ltl2dpa_ltl2dpa22.tlsf,2,,0.0
ltl2dpa_ltl2dpa22.tlsf,3,1111498.0,100.0
ltl2dpa_ltl2dpa22.tlsf,4,1151307.0,100.0
ltl2dpa_ltl2dpa22.tlsf,5,1140994.0,100.0
ltl2dpa_ltl2dpa22.tlsf,6,,0.0
ltl2dpa_ltl2dpa23.tlsf,1,1896.0,100.0
ltl2dpa_ltl2dpa23.tlsf,2,1890.0,100.0
ltl2dpa_ltl2dpa23.tlsf,3,1904.0,100.0
ltl2dpa_ltl2dpa23.tlsf,4,1815.0,100.0
ltl2dpa_ltl2dpa23.tlsf,5,1848.0,100.0
ltl2dpa_ltl2dpa23.tlsf,6,1801.0,100.0
ltl2dpa_ltl2dpa24.tlsf,1,1801.0,100.0
ltl2dpa_ltl2dpa24.tlsf,2,1819.0,100.0
ltl2dpa_ltl2dpa24.tlsf,3,1803.0,100.0
ltl2dpa_ltl2dpa24.tlsf,4,1870.0,100.0
ltl2dpa_ltl2dpa24.tlsf,5,1869.0,100.0
ltl2dpa_ltl2dpa24.tlsf,6,1838.0,100.0
ltl_f_generated_TLSF_finding_nemo_pb_1_pe_.tlsf,1,,
ltl_f_generated_TLSF_finding_nemo_pb_1_pe_.tlsf,2,,
ltl_f_generated_TLSF_finding_nemo_pb_1_pe_.tlsf,3,,
ltl_f_generated_TLSF_finding_nemo_pb_1_pe_.tlsf,4,,
ltl_f_generated_TLSF_finding_nemo_pb_1_pe_.tlsf,5,,
ltl_f_generated_TLSF_finding_nemo_pb_1_pe_.tlsf,6,,
ltl_f_generated_TLSF_finding_nemo_pb_2_pe_.tlsf,1,,
ltl_f_generated_TLSF_finding_nemo_pb_2_pe_.tlsf,2,,
ltl_f_generated_TLSF_finding_nemo_pb_2_pe_.tlsf,3,,
ltl_f_generated_TLSF_finding_nemo_pb_2_pe_.tlsf,4,,
ltl_f_generated_TLSF_finding_nemo_pb_2_pe_.tlsf,5,,
ltl_f_generated_TLSF_finding_nemo_pb_2_pe_.tlsf,6,,
ltl_f_generated_TLSF_finding_nemo_pb_3_pe_.tlsf,1,,
ltl_f_generated_TLSF_finding_nemo_pb_3_pe_.tlsf,2,,
ltl_f_generated_TLSF_finding_nemo_pb_3_pe_.tlsf,3,,
ltl_f_generated_TLSF_finding_nemo_pb_3_pe_.tlsf,4,,
ltl_f_generated_TLSF_finding_nemo_pb_3_pe_.tlsf,5,,
ltl_f_generated_TLSF_finding_nemo_pb_3_pe_.tlsf,6,,
ltl_f_generated_TLSF_finding_nemo_pb_4_pe_.tlsf,1,,
ltl_f_generated_TLSF_finding_nemo_pb_4_pe_.tlsf,2,,
ltl_f_generated_TLSF_finding_nemo_pb_4_pe_.tlsf,3,,
ltl_f_generated_TLSF_finding_nemo_pb_4_pe_.tlsf,4,,
ltl_f_generated_TLSF_finding_nemo_pb_4_pe_.tlsf,5,,
ltl_f_generated_TLSF_finding_nemo_pb_4_pe_.tlsf,6,,
ltl_f_generated_TLSF_finding_nemo_pb_5_pe_.tlsf,1,,
ltl_f_generated_TLSF_finding_nemo_pb_5_pe_.tlsf,2,,
ltl_f_generated_TLSF_finding_nemo_pb_5_pe_.tlsf,3,,
ltl_f_generated_TLSF_finding_nemo_pb_5_pe_.tlsf,4,,
ltl_f_generated_TLSF_finding_nemo_pb_5_pe_.tlsf,5,,
ltl_f_generated_TLSF_finding_nemo_pb_5_pe_.tlsf,6,,
ltl_f_generated_TLSF_finding_nemo_pb_6_pe_.tlsf,1,,
ltl_f_generated_TLSF_finding_nemo_pb_6_pe_.tlsf,2,,
ltl_f_generated_TLSF_finding_nemo_pb_6_pe_.tlsf,3,,
ltl_f_generated_TLSF_finding_nemo_pb_6_pe_.tlsf,4,,
ltl_f_generated_TLSF_finding_nemo_pb_6_pe_.tlsf,5,,
ltl_f_generated_TLSF_finding_nemo_pb_6_pe_.tlsf,6,,
ltl_f_generated_TLSF_finding_nemo_pb_7_pe_.tlsf,1,,
ltl_f_generated_TLSF_finding_nemo_pb_7_pe_.tlsf,2,,
ltl_f_generated_TLSF_finding_nemo_pb_7_pe_.tlsf,3,,
ltl_f_generated_TLSF_finding_nemo_pb_7_pe_.tlsf,4,,
ltl_f_generated_TLSF_finding_nemo_pb_7_pe_.tlsf,5,,
ltl_f_generated_TLSF_finding_nemo_pb_7_pe_.tlsf,6,,
ltl_f_generated_TLSF_workstation_resupply_pb_1_pe_.tlsf,1,893.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_1_pe_.tlsf,2,946.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_1_pe_.tlsf,3,938.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_1_pe_.tlsf,4,958.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_1_pe_.tlsf,5,919.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_1_pe_.tlsf,6,886.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_2_pe_.tlsf,1,2055.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_2_pe_.tlsf,2,2072.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_2_pe_.tlsf,3,2156.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_2_pe_.tlsf,4,2054.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_2_pe_.tlsf,5,2067.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_2_pe_.tlsf,6,2104.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_3_pe_.tlsf,1,5292.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_3_pe_.tlsf,2,5227.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_3_pe_.tlsf,3,5338.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_3_pe_.tlsf,4,5222.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_3_pe_.tlsf,5,5293.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_3_pe_.tlsf,6,5252.0,100.0
ltl_f_generated_TLSF_workstation_resupply_pb_4_pe_.tlsf,1,,0.0
ltl_f_generated_TLSF_workstation_resupply_pb_4_pe_.tlsf,2,,0.0
ltl_f_generated_TLSF_workstation_resupply_pb_4_pe_.tlsf,3,,0.0
ltl_f_generated_TLSF_workstation_resupply_pb_4_pe_.tlsf,4,,0.0
ltl_f_generated_TLSF_workstation_resupply_pb_4_pe_.tlsf,5,,0.0
ltl_f_generated_TLSF_workstation_resupply_pb_4_pe_.tlsf,6,,0.0
ltl_with_hints_parametric_simple_arbiter_with_hints.tlsf,1,,0.0
ltl_with_hints_parametric_simple_arbiter_with_hints.tlsf,2,,0.0
ltl_with_hints_parametric_simple_arbiter_with_hints.tlsf,3,,0.0
ltl_with_hints_parametric_simple_arbiter_with_hints.tlsf,4,,0.0
ltl_with_hints_parametric_simple_arbiter_with_hints.tlsf,5,,0.0
ltl_with_hints_parametric_simple_arbiter_with_hints.tlsf,6,,0.0
mux_parametric_mux.tlsf,1,,0.0
mux_parametric_mux.tlsf,2,,0.0
mux_parametric_mux.tlsf,3,,0.0
mux_parametric_mux.tlsf,4,,0.0
mux_parametric_mux.tlsf,5,,0.0
mux_parametric_mux.tlsf,6,,0.0
nary_latch_parametric_narylatch.tlsf,1,,0.0
nary_latch_parametric_narylatch.tlsf,2,,0.0
nary_latch_parametric_narylatch.tlsf,3,,0.0
nary_latch_parametric_narylatch.tlsf,4,,0.0
nary_latch_parametric_narylatch.tlsf,5,,0.0
nary_latch_parametric_narylatch.tlsf,6,,0.0
prioritized_arbiter_log_parametric_prioritized_arbiter_enc.tlsf,1,147279.0,100.0
prioritized_arbiter_log_parametric_prioritized_arbiter_enc.tlsf,2,115106.0,99.7
prioritized_arbiter_log_parametric_prioritized_arbiter_enc.tlsf,3,141847.0,100.0
prioritized_arbiter_log_parametric_prioritized_arbiter_enc.tlsf,4,149613.0,100.0
prioritized_arbiter_log_parametric_prioritized_arbiter_enc.tlsf,5,149255.0,100.0
prioritized_arbiter_log_parametric_prioritized_arbiter_enc.tlsf,6,95634.0,99.8
prioritized_arbiter_parametric_prioritized_arbiter.tlsf,1,3946.0,100.0
prioritized_arbiter_parametric_prioritized_arbiter.tlsf,2,3808.0,100.0
prioritized_arbiter_parametric_prioritized_arbiter.tlsf,3,3898.0,100.0
prioritized_arbiter_parametric_prioritized_arbiter.tlsf,4,3850.0,100.0
prioritized_arbiter_parametric_prioritized_arbiter.tlsf,5,3918.0,100.0
prioritized_arbiter_parametric_prioritized_arbiter.tlsf,6,3879.0,100.0
robot_grid_parametric_robot_grid.tlsf,1,16120.0,100.0
robot_grid_parametric_robot_grid.tlsf,2,15881.0,100.0
robot_grid_parametric_robot_grid.tlsf,3,17158.0,100.0
robot_grid_parametric_robot_grid.tlsf,4,16122.0,100.0
