epoch,loss,train_step_acc,train_trace_acc,test_step_acc,test_trace_acc
0,0.7132177948951721,0.0,0.0,0.0,0.0
10,0.6943313479423523,0.36851666666666666,0.0,0.39075,0.0
20,0.6628137826919556,0.2892388888888889,0.0,0.2952,0.0
30,0.6519783735275269,0.29911666666666664,0.0,0.2952,0.0
40,0.6417360305786133,0.29911666666666664,0.0,0.2952,0.0
50,0.6327016949653625,0.29911666666666664,0.0,0.2952,0.0
60,0.6195395588874817,0.29911666666666664,0.0,0.2952,0.0
70,0.5986426472663879,0.29911666666666664,0.0,0.317,0.0
80,0.5677791237831116,0.4860833333333333,0.0,0.5115,0.0
90,0.5306017994880676,0.664,0.00011111111234640703,0.6751,0.0
100,0.5001917481422424,0.6814111111111111,0.00022222222469281405,0.6809,0.0010000000474974513
110,0.4844372272491455,0.6758166666666666,0.0006666666595265269,0.67655,0.0020000000949949026
120,0.47385990619659424,0.6857333333333333,0.0008888888987712562,0.6854,0.0020000000949949026
130,0.46511709690093994,0.6921,0.0006666666595265269,0.69165,0.0020000000949949026
140,0.4568755328655243,0.6984,0.0010000000474974513,0.69705,0.0020000000949949026
150,0.4493084251880646,0.7069055555555556,0.0013333333190530539,0.7042,0.0020000000949949026
160,0.44227951765060425,0.7147388888888889,0.0020000000949949026,0.71115,0.003000000026077032
170,0.4353486895561218,0.7188833333333333,0.0025555556640028954,0.71565,0.003000000026077032
180,0.427918404340744,0.7262333333333333,0.0026666666381061077,0.7236,0.003000000026077032
190,0.41986945271492004,0.7371,0.003666666802018881,0.7352,0.004000000189989805
200,0.41156134009361267,0.7444555555555555,0.006222222466021776,0.74265,0.007000000216066837
210,0.403585821390152,0.7492833333333333,0.007555555552244186,0.7473,0.00800000037997961
220,0.39597052335739136,0.7568111111111111,0.01077777799218893,0.7561,0.015000000596046448
230,0.38846442103385925,0.7654166666666666,0.013888888992369175,0.76465,0.015000000596046448
240,0.3808043301105499,0.77065,0.01733333431184292,0.77065,0.015000000596046448
250,0.3727789521217346,0.7769388888888888,0.021444445475935936,0.7772,0.018000001087784767
260,0.364517480134964,0.781,0.023555556312203407,0.78225,0.02200000174343586
270,0.3563065230846405,0.7857055555555555,0.027222221717238426,0.78745,0.027000000700354576
280,0.34853819012641907,0.7907444444444445,0.03144444525241852,0.793,0.02800000086426735
290,0.34141090512275696,0.7983055555555556,0.03755555674433708,0.7995,0.03400000184774399
300,0.33493462204933167,0.8079944444444445,0.04722222313284874,0.8088,0.04400000348687172
310,0.32898783683776855,0.8224222222222223,0.0672222226858139,0.8227,0.0650000050663948
320,0.3234875798225403,0.8327055555555556,0.08388888835906982,0.8327,0.07900000363588333
330,0.31844019889831543,0.8396055555555556,0.09844444692134857,0.83875,0.09000000357627869
340,0.31384366750717163,0.8459166666666667,0.11711110919713974,0.84495,0.10300000756978989
350,0.30959463119506836,0.8500833333333333,0.12955555319786072,0.8497,0.12400000542402267
360,0.3055793046951294,0.8533722222222222,0.144222229719162,0.85235,0.1380000114440918
370,0.3017670810222626,0.8561277777777778,0.15888889133930206,0.8558,0.14800000190734863
380,0.2981567978858948,0.8587333333333333,0.17100000381469727,0.8578,0.1550000011920929
390,0.2947499752044678,0.8604944444444445,0.18000000715255737,0.8607,0.16500000655651093
400,0.2915405333042145,0.8627333333333334,0.19077777862548828,0.86315,0.1810000091791153
410,0.28851526975631714,0.8640222222222222,0.19944444298744202,0.864,0.18700000643730164
420,0.28566399216651917,0.8651611111111112,0.20722222328186035,0.86525,0.1980000138282776
430,0.2829568684101105,0.8663888888888889,0.21488888561725616,0.8666,0.20800000429153442
440,0.2803731858730316,0.8676,0.2213333398103714,0.8684,0.22100001573562622
450,0.2778981029987335,0.8686777777777778,0.2285555601119995,0.86965,0.23100000619888306
460,0.2755216062068939,0.8696388888888889,0.2356666624546051,0.87115,0.242000013589859
470,0.2732381224632263,0.8703388888888889,0.24077777564525604,0.8724,0.24900001287460327
480,0.27104946970939636,0.8710444444444444,0.2455555647611618,0.8731,0.24900001287460327
490,0.2689564526081085,0.8717111111111111,0.24922221899032593,0.8739,0.25300002098083496
