epoch,loss,train_step_acc,train_trace_acc,test_step_acc,test_trace_acc
0,0.7139448523521423,0.0,0.0,0.0,0.0
10,0.6854625940322876,0.20923333333333333,0.0,0.22575,0.0
20,0.6553019285202026,0.2991611111111111,0.0,0.2951,0.0
30,0.6502489447593689,0.2991611111111111,0.0,0.2951,0.0
40,0.6433792114257812,0.2991611111111111,0.0,0.2951,0.0
50,0.6349712014198303,0.2991611111111111,0.0,0.2951,0.0
60,0.6235811114311218,0.2991611111111111,0.0,0.2951,0.0
70,0.6051240563392639,0.3188722222222222,0.0,0.3169,0.0
80,0.576370358467102,0.4141722222222222,0.0,0.425,0.0
90,0.5389827489852905,0.5792444444444445,0.0,0.59645,0.0
100,0.5057722926139832,0.6630666666666667,0.0,0.66725,0.0
110,0.48339521884918213,0.6905944444444444,0.0005555555690079927,0.69445,0.0020000000949949026
120,0.4671536386013031,0.7113444444444444,0.0006666666595265269,0.71255,0.004000000189989805
130,0.45458436012268066,0.7223555555555555,0.0018888888880610466,0.72335,0.006000000052154064
140,0.44380635023117065,0.73225,0.003444444388151169,0.7338,0.01100000087171793
150,0.4332798719406128,0.7373111111111111,0.004444444552063942,0.7374,0.01100000087171793
160,0.42231762409210205,0.7438166666666667,0.006555555853992701,0.74425,0.014000000432133675
170,0.41175004839897156,0.7480666666666667,0.00844444427639246,0.74845,0.014000000432133675
180,0.4021519124507904,0.7506111111111111,0.009000000543892384,0.75055,0.01100000087171793
190,0.3930175304412842,0.7568666666666667,0.01122222188860178,0.75745,0.014000000432133675
200,0.3840101957321167,0.7611166666666667,0.01355555560439825,0.76065,0.01600000075995922
210,0.3749198317527771,0.7659722222222223,0.015888888388872147,0.76675,0.018000001087784767
220,0.3657435476779938,0.7723555555555556,0.021222222596406937,0.7719,0.02200000174343586
230,0.3566550314426422,0.7810277777777778,0.028888888657093048,0.77975,0.026000000536441803
240,0.34813007712364197,0.7898722222222222,0.036444444209337234,0.78735,0.027000000700354576
250,0.3405744433403015,0.7990833333333334,0.04611111059784889,0.7961,0.03500000014901161
260,0.3341037631034851,0.8201,0.06911110877990723,0.81655,0.055000003427267075
270,0.3284901976585388,0.8322222222222222,0.08755555748939514,0.82615,0.07000000029802322
280,0.32345348596572876,0.8393111111111111,0.10477777570486069,0.83335,0.08800000697374344
290,0.3188120126724243,0.8433722222222222,0.11744444817304611,0.8381,0.10000000149011612
300,0.31447911262512207,0.84655,0.12922222912311554,0.8413,0.11500000208616257
310,0.310411661863327,0.8494277777777778,0.14044444262981415,0.8445,0.12300000339746475
320,0.3065665364265442,0.8523111111111111,0.15088889002799988,0.84835,0.13700000941753387
330,0.30289924144744873,0.8552888888888889,0.1616666615009308,0.8513,0.14500001072883606
340,0.29937729239463806,0.8579055555555556,0.1734444499015808,0.85365,0.16200000047683716
350,0.29598525166511536,0.86,0.18199999630451202,0.85515,0.17000000178813934
360,0.2927139699459076,0.8620388888888889,0.19211111962795258,0.85635,0.1770000010728836
370,0.2895781695842743,0.8637222222222222,0.20188888907432556,0.85755,0.18000000715255737
380,0.2865771949291229,0.8655166666666667,0.21177777647972107,0.85995,0.1940000057220459
390,0.2837145924568176,0.8669277777777777,0.21755555272102356,0.8612,0.20400001108646393
400,0.28098949790000916,0.8682222222222222,0.2240000069141388,0.86235,0.21300001442432404
410,0.27839553356170654,0.8695611111111111,0.2316666692495346,0.863,0.2150000035762787
420,0.2759152948856354,0.8707888888888888,0.2378888875246048,0.86405,0.22200001776218414
430,0.273569256067276,0.87215,0.24355556070804596,0.8648,0.2240000069141388
440,0.2713780403137207,0.8732666666666666,0.25,0.86625,0.2290000170469284
450,0.2693253755569458,0.8741166666666667,0.25566667318344116,0.86755,0.23600001633167267
460,0.2673996388912201,0.8747166666666667,0.25922223925590515,0.86865,0.2410000115633011
470,0.265595942735672,0.8752555555555556,0.2635555565357208,0.8688,0.24400001764297485
480,0.26390764117240906,0.8757222222222222,0.26722222566604614,0.8689,0.2460000067949295
490,0.26232659816741943,0.8760833333333333,0.2702222168445587,0.8689,0.24500000476837158
