epoch,loss,train_step_acc,train_trace_acc,test_step_acc,test_trace_acc
0,0.6916086673736572,0.36635,0.0,0.3684,0.0
10,0.6668616533279419,0.26430555555555557,0.0,0.3043,0.0
20,0.6464837789535522,0.3010777777777778,0.0,0.2991,0.0
30,0.6365498304367065,0.3010777777777778,0.0,0.2991,0.0
40,0.6236960291862488,0.3010777777777778,0.0,0.3197,0.0
50,0.6067073941230774,0.35697222222222225,0.0,0.367,0.0
60,0.5849672555923462,0.46616111111111114,0.0,0.4801,0.0
70,0.5558375120162964,0.5419,0.00011111111234640703,0.54495,0.0
80,0.5307980179786682,0.5897,0.0,0.5952,0.0
90,0.5070969462394714,0.6404444444444445,0.0005555555690079927,0.6433,0.0
100,0.48708677291870117,0.6783888888888889,0.0004444444493856281,0.6788,0.0010000000474974513
110,0.47096988558769226,0.6939166666666666,0.0005555555690079927,0.69115,0.0010000000474974513
120,0.45765194296836853,0.7058055555555556,0.0010000000474974513,0.70425,0.0010000000474974513
130,0.44566306471824646,0.7196166666666667,0.0017777777975425124,0.7165,0.0020000000949949026
140,0.4347867965698242,0.7307277777777778,0.002888888819143176,0.72855,0.0010000000474974513
150,0.4246865510940552,0.7423055555555556,0.00566666666418314,0.7395,0.0020000000949949026
160,0.41575542092323303,0.7484388888888889,0.007222222164273262,0.7441,0.0020000000949949026
170,0.4075447916984558,0.7517111111111111,0.008888889104127884,0.74735,0.003000000026077032
180,0.39978262782096863,0.7582833333333333,0.012333333492279053,0.75275,0.006000000052154064
190,0.3923199772834778,0.7641055555555556,0.014333333820104599,0.7595,0.01100000087171793
200,0.38488876819610596,0.7683944444444445,0.017444444820284843,0.76245,0.012000000104308128
210,0.37722525000572205,0.7736555555555555,0.019555555656552315,0.7667,0.01600000075995922
220,0.36905786395072937,0.7794111111111112,0.023333333432674408,0.7731,0.017000000923871994
230,0.3602912127971649,0.7874722222222222,0.030222222208976746,0.78215,0.02200000174343586
240,0.3511042892932892,0.7944611111111111,0.03777777776122093,0.7899,0.02800000086426735
250,0.3419834077358246,0.8035,0.04899999871850014,0.79925,0.03700000047683716
260,0.3335157632827759,0.8151611111111111,0.06755555421113968,0.8113,0.05000000074505806
270,0.32608723640441895,0.8227611111111112,0.0824444442987442,0.81975,0.0690000057220459
280,0.31975802779197693,0.8321111111111111,0.10211110860109329,0.8297,0.08000000566244125
290,0.3143203854560852,0.8437944444444444,0.12822222709655762,0.842,0.11500000208616257
300,0.30950218439102173,0.8512222222222222,0.1501111090183258,0.85025,0.13500000536441803
310,0.30509310960769653,0.8561611111111112,0.16955555975437164,0.8544,0.14900000393390656
320,0.3009738326072693,0.8595444444444444,0.1827777773141861,0.858,0.15900000929832458
330,0.2970901131629944,0.86275,0.1931111067533493,0.86065,0.17000000178813934
340,0.29343181848526,0.8650944444444445,0.20288889110088348,0.8627,0.1810000091791153
350,0.2899426519870758,0.8669722222222223,0.20977778732776642,0.86515,0.19500000774860382
360,0.2865772843360901,0.8686944444444444,0.21966667473316193,0.8663,0.20400001108646393
370,0.2833099365234375,0.8701833333333333,0.22677777707576752,0.8687,0.21900001168251038
380,0.2801404595375061,0.8715333333333334,0.23466667532920837,0.8703,0.2290000170469284
390,0.2770889699459076,0.8726166666666667,0.23977777361869812,0.87165,0.23900000751018524
400,0.27418115735054016,0.8735277777777778,0.2436666637659073,0.87255,0.2460000067949295
410,0.271441787481308,0.8742722222222222,0.24766667187213898,0.87345,0.2540000081062317
420,0.2688838243484497,0.8749388888888889,0.2523333430290222,0.8741,0.26100000739097595
430,0.26649990677833557,0.8753111111111112,0.25333333015441895,0.8749,0.26600000262260437
440,0.26427116990089417,0.8756777777777778,0.2562222182750702,0.8756,0.2710000276565552
450,0.2621955871582031,0.8754055555555555,0.25833332538604736,0.8748,0.26600000262260437
460,0.2602730989456177,0.8754222222222222,0.2597777843475342,0.87495,0.27000001072883606
470,0.25849613547325134,0.8755,0.2602222263813019,0.875,0.27300000190734863
480,0.2568550407886505,0.8756,0.2621111273765564,0.8751,0.27400001883506775
490,0.25531983375549316,0.87585,0.26233333349227905,0.87525,0.2750000059604645
